번호,종목코드,종목명,fullcode
1434,A078650,지나인제약,KR7078650009
1435,A078860,아이오케이,KR7078860004
1436,A078890,가온미디어,KR7078890001
1437,A078930,GS,KR7078930005
1438,A078935,GS,KR7078931003
1439,A078940,코드네이처,KR7078940004
1440,A079000,와토스코리아,KR7079000006
1441,A079160,CJ CGV,KR7079160008
1442,A079170,한창산업,KR7079170007
1443,A079180,내일신문,KR7079180006
1444,A079190,EMW,KR7079190005
1445,A079370,제우스,KR7079370003
1446,A079430,현대리바트,KR7079430005
1447,A079550,LIG넥스원,KR7079550000
1448,A079650,서산,KR7079650008
1449,A079810,디이엔티,KR7079810008
1450,A079940,가비아,KR7079940003
1451,A079950,인베니아,KR7079950002
1452,A079960,동양이엔피,KR7079960001
1453,A079970,투비소프트,KR7079970000
1454,A079980,휴비스,KR7079980009
1455,A080000,에스엔유,KR7080000003
1456,A080010,이상네트웍스,KR7080010002
1457,A080160,모두투어,KR7080160005
1458,A080220,제주반도체,KR7080220007
1459,A080420,모다이노칩,KR7080420003
1460,A080440,에스제이케이,KR7080440001
1461,A080470,성창오토텍,KR7080470008
1462,A080520,오디텍,KR7080520000
1463,A080530,코디,KR7080530009
1464,A080580,오킨스전자,KR7080580004
1465,A080640,미라콤아이앤씨,KR7080640006
1466,A080720,한국유니온제약,KR7080720006
1467,A081000,일진다이아,KR7081000002
1468,A081150,티플랙스,KR7081150005
1469,A081580,성우전자,KR7081580003
1470,A081660,휠라홀딩스,KR7081660003
1471,A082210,옵트론텍,KR7082210006
1472,A082270,젬백스,KR7082270000
1473,A082640,동양생명,KR7082640004
1474,A082660,코스나인,KR7082660002
1475,A082740,HSD엔진,KR7082740002
1476,A082800,비보존 헬스케어,KR7082800004
1477,A082850,우리바이오,KR7082850009
1478,A082920,비츠로셀,KR7082920000
1479,A083310,엘오티베큠,KR7083310003
1480,A083420,그린케미칼,KR7083420000
1481,A083450,GST,KR7083450007
1482,A083470,이엠앤아이,KR7083470005
1483,A083500,에프엔에스테크,KR7083500009
1484,A083550,케이엠,KR7083550004
1485,A083640,인콘,KR7083640003
1486,A083650,비에이치아이,KR7083650002
1487,A083660,CSA 코스믹,KR7083660001
1488,A083790,크리스탈지노믹스,KR7083790006
1489,A083930,아바코,KR7083930008
1490,A084010,대한제강,KR7084010008
1491,A084110,휴온스글로벌,KR7084110006
1492,A084180,수성이노베이션,KR7084180009
1493,A084370,유진테크,KR7084370006
1494,A084440,유비온,KR7084440007
1495,A084650,랩지노믹스,KR7084650001
1496,A084670,동양고속,KR7084670009
1497,A084680,이월드,KR7084680008
1498,A084690,대상홀딩스,KR7084690007
1499,A084695,대상홀딩스,KR7084691005
1500,A084730,팅크웨어,KR7084730001
1501,A084820,피케이밸브,KR7084820000
1502,A084850,아이티엠반도체,KR7084850007
1503,A084870,TBH글로벌,KR7084870005
1504,A084990,헬릭스미스,KR7084990001
1505,A085310,엔케이,KR7085310001
1506,A085370,루트로닉,KR7085370005
1507,A08537M,루트로닉,KR708537K039
1508,A085620,미래에셋생명,KR7085620003
1509,A085660,차바이오텍,KR7085660009
1510,A085670,뉴프렉스,KR7085670008
1511,A085810,알티캐스트,KR7085810000
1512,A085910,네오티스,KR7085910008
1513,A086040,바이오톡스텍,KR7086040003
1514,A086060,진바이오텍,KR7086060001
1515,A086080,다이노나,KR7086080009
1516,A086220,네추럴FNP,KR7086220001
1517,A086250,이노와이즈,KR7086250008
1518,A086280,현대글로비스,KR7086280005
1519,A086390,유니테스트,KR7086390002
1520,A086450,동국제약,KR7086450004
1521,A086460,에스엔피제네틱스,KR7086460003
1522,A086520,에코프로,KR7086520004
1523,A086670,비엠티,KR7086670007
1524,A086710,선진뷰티사이언스,KR7086710001
1525,A086790,하나금융지주,KR7086790003
1526,A086820,바이오솔루션,KR7086820008
1527,A086890,이수앱지스,KR7086890001
1528,A086900,메디톡스,KR7086900008
1529,A086960,한컴MDS,KR7086960002
1530,A086980,쇼박스,KR7086980000
1531,A087010,펩트론,KR7087010005
1532,A087260,모바일어플라이언스,KR7087260006
1533,A087600,픽셀플러스,KR7087600003
1534,A087730,이엠네트웍스,KR7087730008
1535,A087800,케이디비생명,KR7087800009
1536,A088130,동아엘텍,KR7088130000
1537,A088260,이리츠코크렙,KR7088260005
1538,A088290,이원컴포텍,KR7088290002
1539,A088350,한화생명,KR7088350004
1540,A088390,이녹스,KR7088390000
1541,A088790,진도,KR7088790001
1542,A088800,에이스테크,KR7088800008
1543,A088910,동우팜투테이블,KR7088910005
1544,A088980,맥쿼리인프라,KR7088980008
1545,A089010,켐트로닉스,KR7089010003
1546,A089030,테크윙,KR7089030001
1547,A089140,넥스턴바이오,KR7089140008
1548,A089150,케이씨티,KR7089150007
1549,A089230,THE E&M,KR7089230007
1550,A089470,HDC현대EP,KR7089470009
1551,A089530,에이티세미콘,KR7089530000
1552,A089590,제주항공,KR7089590004
1553,A089600,나스미디어,KR7089600001
1554,A089790,제이티,KR7089790000
1555,A089850,유비벨록스,KR7089850002
1556,A089890,코세스,KR7089890008
1557,A089970,에이피티씨,KR7089970008
1558,A089980,상아프론테크,KR7089980007
1559,A090080,평화산업,KR7090080003
1560,A090120,잘만테크,KR7090120007
1561,A090150,광진윈텍,KR7090150004
1562,A090350,노루페인트,KR7090350000
1563,A090355,노루페인트,KR7090351008
1564,A090360,로보스타,KR7090360009
1565,A090370,메타랩스,KR7090370008
1566,A090410,덕신하우징,KR7090410002
1567,A090430,아모레퍼시픽,KR7090430000
1568,A090435,아모레퍼시픽,KR7090431008
1569,A090460,비에이치,KR7090460007
1570,A090470,제이스텍,KR7090470006
1571,A090710,휴림로봇,KR7090710005
1572,A090740,연이비앤티,KR7090740002
1573,A090850,현대이지웰,KR7090850009
1574,A091090,세원이앤씨,KR7091090001
1575,A091120,이엠텍,KR7091120006
1576,A091160,,KR7091160002
1577,A091170,,KR7091170001
1578,A091180,,KR7091180000
1579,A091220,,KR7091220004
1580,A091230,,KR7091230003
1581,A091340,S&K폴리텍,KR7091340000
1582,A091440,텔레필드,KR7091440008
1583,A091580,상신이디피,KR7091580001
1584,A091590,남화토건,KR7091590000
1585,A091700,파트론,KR7091700005
1586,A091810,티웨이항공,KR7091810002
1587,A091970,나노캠텍,KR7091970004
1588,A091990,셀트리온헬스케어,KR7091990002
1589,A092040,아미코젠,KR7092040005
1590,A092070,디엔에프,KR7092070002
1591,A092130,이크레더블,KR7092130004
1592,A092190,서울바이오시스,KR7092190008
1593,A092200,디아이씨,KR7092200005
1594,A092220,KEC,KR7092220003
1595,A092230,KPX홀딩스,KR7092230002
1596,A092300,현우산업,KR7092300003
1597,A092440,기신정기,KR7092440007
1598,A092460,한라IMS,KR7092460005
1599,A092590,럭스피아,KR7092590009
1600,A092600,앤씨앤,KR7092600006
1601,A092730,네오팜,KR7092730001
1602,A092780,동양피스톤,KR7092780006
1603,A092870,엑시콘,KR7092870005
1604,A093050,LF,KR7093050003
1605,A093190,빅솔론,KR7093190007
1606,A093230,이아이디,KR7093230001
1607,A093240,형지엘리트,KR7093240000
1608,A093320,케이아이엔엑스,KR7093320000
1609,A093370,후성,KR7093370005
1610,A093380,풍강,KR7093380004
1611,A093510,엔지브이아이,KR7093510006
1612,A093520,매커스,KR7093520005
1613,A093640,다믈멀티미디어,KR7093640001
1614,A093920,서원인텍,KR7093920007
1615,A094170,동운아나텍,KR7094170008
1616,A094280,효성ITX,KR7094280005
1617,A094360,칩스앤미디어,KR7094360005
1618,A094480,갤럭시아머니트리,KR7094480001
1619,A094800,맵스리얼티1,KR7094800000
1620,A094820,일진파워,KR7094820008
1621,A094840,슈프리마에이치큐,KR7094840006
1622,A094850,참좋은여행,KR7094850005
1623,A094860,네오리진,KR7094860004
1624,A094930,코스텔,KR7094930005
1625,A094940,푸른기술,KR7094940004
1626,A094970,제이엠티,KR7094970001
1627,A095190,이엠코리아,KR7095190005
1628,A095270,웨이브일렉트로,KR7095270005
1629,A095340,ISC,KR7095340006
1630,A095500,미래나노텍,KR7095500005
1631,A095570,AJ네트웍스,KR7095570008
1632,A095610,테스,KR7095610002
1633,A095660,네오위즈,KR7095660007
1634,A095700,제넥신,KR7095700001
1635,A095720,웅진씽크빅,KR7095720009
1636,A095910,에스에너지,KR7095910006
1637,A096040,이트론,KR7096040001
1638,A096240,청담러닝,KR7096240007
1639,A096300,베트남개발1,KR7096300009
1640,A096350,대창솔루션,KR7096350004
1641,A096530,씨젠,KR7096530001
1642,A096610,알에프세미,KR7096610001
1643,A096630,에스코넥,KR7096630009
1644,A096640,멜파스,KR7096640008
1645,A096690,에이루트,KR7096690003
1646,A096760,JW홀딩스,KR7096760004
1647,A096770,SK이노베이션,KR7096770003
1648,A096775,SK이노베이션,KR7096771001
1649,A096870,엘디티,KR7096870001
1650,A097230,한진중공업,KR7097230007
1651,A097520,엠씨넥스,KR7097520001
1652,A097780,에스맥,KR7097780001
1653,A097800,윈팩,KR7097800007
1654,A097870,효성오앤비,KR7097870000
1655,A097950,CJ제일제당,KR7097950000
1656,A097955,CJ제일제당 우,KR7097951008
1657,A098120,마이크로컨텍솔,KR7098120009
1658,A098460,고영,KR7098460009
1659,A098560,,KR7098560006
1660,A098660,에스티오,KR7098660004
1661,A099140,,KR7099140006
1662,A099190,아이센스,KR7099190001
1663,A099220,SDN,KR7099220006
1664,A099320,쎄트렉아이,KR7099320004
1665,A099410,동방선기,KR7099410003
1666,A099440,스맥,KR7099440000
1667,A099520,ITX-AI,KR7099520009
1668,A099620,코엔스,KR7099620007
1669,A099750,이지케어텍,KR7099750002
1670,A100030,모바일리더,KR7100030006
1671,A100090,삼강엠앤티,KR7100090000
1672,A100120,뷰웍스,KR7100120005
1673,A100130,동국S&C,KR7100130004
1674,A100220,비상교육,KR7100220003
1675,A100250,진양홀딩스,KR7100250000
1676,A100590,머큐리,KR7100590009
1677,A100660,서암기계공업,KR7100660000
1678,A100700,세운메디칼,KR7100700004
1679,A100790,미래에셋벤처투자,KR7100790005
1680,A100840,SNT에너지,KR7100840008
1681,A100910,,KR7100910009
1682,A101000,상상인인더스트리,KR7101000008
1683,A101060,SBS미디어홀딩스,KR7101060002
1684,A101140,인바이오젠,KR7101140002
1685,A101160,월덱스,KR7101160000
1686,A101170,우림기계,KR7101170009
1687,A101240,씨큐브,KR7101240000
1688,A101280,,KR7101280006
1689,A101330,모베이스,KR7101330009
1690,A101360,이엔드디,KR7101360006
1691,A101390,아이엠,KR7101390003
1692,A101400,엔시트론,KR7101400000
1693,A101490,에스앤에스텍,KR7101490001
1694,A101530,해태제과식품,KR7101530004
1695,A101670,코리아에스이,KR7101670008
1696,A101680,한국정밀기계,KR7101680007
1697,A101730,위메이드맥스,KR7101730000
1698,A101910,디비메탈,KR7101910008
1699,A101930,인화정공,KR7101930006
1700,A101970,우양에이치씨,KR7101970002
1701,A102110,,KR7102110004
1702,A102120,어보브반도체,KR7102120003
1703,A102260,동성케미컬,KR7102260007
1704,A102280,쌍방울,KR7102280005
1705,A102460,이연제약,KR7102460003
1706,A102600,메가젠임플란트,KR7102600004
1707,A102710,이엔에프테크놀로지,KR7102710001
1708,A102780,,KR7102780004
1709,A102940,코오롱생명과학,KR7102940004
1710,A102950,아하정보통신,KR7102950003
1711,A102960,,KR7102960002
1712,A102970,,KR7102970001
1713,A103140,풍산,KR7103140000
1714,A103230,에스앤더블류,KR7103230009
1715,A103590,일진전기,KR7103590006
1716,A103660,씨앗,KR7103660007
1717,A103840,우양,KR7103840005
1718,A104040,대성파인텍,KR7104040001
1719,A104200,NHN벅스,KR7104200001
1720,A104230,LS전선,KR7104230008
1721,A104460,디와이피엔에프,KR7104460001
1722,A104480,티케이케미칼,KR7104480009
1723,A104520,,KR7104520002
1724,A104530,,KR7104530001
1725,A104540,코렌텍,KR7104540000
1726,A104620,노랑풍선,KR7104620000
1727,A104690,제이앤드,KR7104690003
1728,A104700,한국철강,KR7104700000
1729,A104770,IBK투자증권,KR7104770003
1730,A104830,원익머트리얼즈,KR7104830005
1731,A105010,,KR7105010003
1732,A105190,,KR7105190003
1733,A105330,케이엔더블유,KR7105330005
1734,A105550,트루윈,KR7105550008
1735,A105560,KB금융,KR7105560007
1736,A105630,한세실업,KR7105630008
1737,A105700,동우당제약,KR7105700009
1738,A105740,디케이락,KR7105740005
1739,A105780,,KR7105780001
1740,A105840,우진,KR7105840003
1741,A106080,하이소닉,KR7106080005
1742,A106190,하이텍팜,KR7106190002
1743,A106240,파인테크닉스,KR7106240005
1744,A106520,디지탈옵틱,KR7106520000
1745,A107590,미원홀딩스,KR7107590002
1746,A107640,한중엔시에스,KR7107640005
1747,A108230,톱텍,KR7108230004
1748,A108320,LX세미콘,KR7108320003
1749,A108380,대양전기공업,KR7108380007
1750,A108450,,KR7108450008
1751,A108490,로보티즈,KR7108490004
1752,A108590,EX ,KR7108590001
1753,A108670,LX하우시스,KR7108670001
1754,A108675,LX하우시스,KR7108671009
1755,A108860,셀바스AI,KR7108860008
1756,A109070,컨버즈,KR7109070003
1757,A109080,옵티시스,KR7109080002
1758,A109610,에스와이,KR7109610006
1759,A109740,디에스케이,KR7109740001
1760,A109820,진매트릭스,KR7109820001
1761,A109860,동일금속,KR7109860007
1762,A109960,에이프로젠 H&G,KR7109960005
1763,A110020,전진바이오팜,KR7110020005
1764,A110030,완도전복,KR7110030004
1765,A110790,크리스에프앤씨,KR7110790003
1766,A110990,디아이티,KR7110990009
1767,A111110,호전실업,KR7111110003
1768,A111710,남화산업,KR7111710000
1769,A111770,영원무역,KR7111770004
1770,A111820,지유온,KR7111820007
1771,A111870,KH 일렉트론,KR7111870002
1772,A112040,위메이드,KR7112040001
1773,A112190,KC산업,KR7112190004
1774,A112610,씨에스윈드,KR7112610001
1775,A113810,디젠스,KR7113810006
1776,A114090,GKL,KR7114090004
1777,A114100,,KR7114100001
1778,A114120,크루셜텍,KR7114120009
1779,A114190,강원,KR7114190002
1780,A114260,,KR7114260003
1781,A114290,에스코어,KR7114290000
1782,A114450,KPX생명과학,KR7114450000
1783,A114460,,KR7114460009
1784,A114470,,KR7114470008
1785,A114570,지스마트글로벌,KR7114570005
1786,A114630,폴라리스우노,KR7114630007
1787,A114750,와이디생명과학,KR7114750003
1788,A114800,,KR7114800006
1789,A114810,아이원스,KR7114810005
1790,A114820,,KR7114820004
1791,A114920,대주이엔티,KR7114920002
1792,A115160,휴맥스,KR7115160004
1793,A115180,큐리언트,KR7115180002
1794,A115310,인포바인,KR7115310005
1795,A115390,락앤락,KR7115390007
1796,A115440,우리넷,KR7115440000
1797,A115450,지트리비앤티,KR7115450009
1798,A115480,씨유메디칼,KR7115480006
1799,A115500,케이씨에스,KR7115500001
1800,A115530,씨엔플러스,KR7115530008
1801,A115570,스타플렉스,KR7115570004
1802,A115610,이미지스,KR7115610008
1803,A115960,연우,KR7115960007
1804,A116100,태양기계,KR7116100009
1805,A117460,,KR7117460006
1806,A117580,대성에너지,KR7117580001
1807,A117670,알파홀딩스,KR7117670000
1808,A117680,,KR7117680009
1809,A117690,,KR7117690008
1810,A117700,,KR7117700005
1811,A117730,티로보틱스,KR7117730002
1812,A118000,우리들휴브레인,KR7118000009
1813,A118990,모트렉스,KR7118990001
1814,A119500,포메탈,KR7119500007
1815,A119610,인터로조,KR7119610004
1816,A119650,KC코트렐,KR7119650000
1817,A119830,아이텍,KR7119830008
1818,A119850,지엔씨에너지,KR7119850006
1819,A119860,다나와,KR7119860005
1820,A120030,조선선재,KR7120030002
1821,A120110,코오롱인더,KR7120110002
1822,A120115,코오롱인더,KR7120111000
1823,A120240,대정화금,KR7120240007
1824,A121060,유니포인트,KR7121060008
1825,A121440,골프존뉴딘홀딩스,KR7121440002
1826,A121600,나노신소재,KR7121600001
1827,A121800,비덴트,KR7121800007
1828,A121850,코이즈,KR7121850002
1829,A121890,에스디시스템,KR7121890008
1830,A122090,,KR7122090004
1831,A122260,,KR7122260003
1832,A122310,제노레이,KR7122310006
1833,A122350,삼기,KR7122350002
1834,A122450,KMH,KR7122450000
1835,A122630,,KR7122630007
1836,A122640,예스티,KR7122640006
1837,A122690,서진오토모티브,KR7122690001
1838,A122830,원포유,KR7122830003
1839,A122870,와이지엔터테인먼트,KR7122870009
1840,A122900,아이마켓코리아,KR7122900004
1841,A122990,와이솔,KR7122990005
1842,A123010,폴라리스웍스,KR7123010001
1843,A123040,엠에스오토텍,KR7123040008
1844,A123310,,KR7123310005
1845,A123320,,KR7123320004
1846,A123330,제닉,KR7123330003
1847,A123410,코리아에프티,KR7123410003
1848,A123420,선데이토즈,KR7123420002
1849,A123570,이엠넷,KR7123570004
1850,A123690,한국화장품,KR7123690000
1851,A123700,SJM,KR7123700007
1852,A123750,알톤스포츠,KR7123750002
1853,A123840,한일진공,KR7123840001
1854,A123860,아나패스,KR7123860009
1855,A123890,한국자산신탁,KR7123890006
1856,A123900,골든블루,KR7123900003
1857,A124500,아이티센,KR7124500000
1858,A124560,태웅로직스,KR7124560004
1859,A125210,아모그린텍,KR7125210005
1860,A126340,비나텍,KR7126340009
1861,A126560,현대퓨처넷,KR7126560002
1862,A126600,코프라,KR7126600006
1863,A126640,화신정공,KR7126640002
1864,A126700,하이비젼시스템,KR7126700004
1865,A126870,뉴로스,KR7126870005
1866,A126880,제이엔케이히터,KR7126880004
1867,A127120,디엔에이링크,KR7127120004
1868,A127160,매직마이크로,KR7127160000
1869,A127710,아시아경제,KR7127710002
1870,A128540,에코캡,KR7128540002
1871,A128660,피제이메탈,KR7128660008
1872,A128820,대성산업,KR7128820008
1873,A128940,한미약품,KR7128940004
1874,A129050,앤알커뮤니,KR7129050001
1875,A129260,인터지스,KR7129260006
1876,A129890,앱코,KR7129890000
1877,A130480,핀플넷,KR7130480007
1878,A130500,GH신소재,KR7130500002
1879,A130580,나이스디앤비,KR7130580004
1880,A130660,한전산업,KR7130660004
1881,A130680,,KR7130680002
1882,A130730,,KR7130730005
1883,A130740,티피씨글로벌,KR7130740004
1884,A131030,디에이치피코리아,KR7131030009
1885,A131090,시큐브,KR7131090003
1886,A131100,스카이이앤엠,KR7131100000
1887,A131180,딜리,KR7131180002
1888,A131220,대한과학,KR7131220006
1889,A131290,티에스이,KR7131290009
1890,A131370,알서포트,KR7131370009
1891,A131390,원익피앤이,KR7131390007
1892,A131400,이브이첨단소재,KR7131400004
1893,A131760,파인텍,KR7131760001
1894,A131890,,KR7131890006
1895,A131970,테스나,KR7131970006
1896,A132030,,KR7132030008
1897,A133690,,KR7133690008
1898,A133750,메가엠디,KR7133750000
1899,A133820,화인베스틸,KR7133820001
1900,A134060,이퓨쳐,KR7134060003
1901,A134380,미원화학,KR7134380005
1902,A134580,디엠티,KR7134580000
1903,A134610,HK자산관리대부,KR7134610005
1904,A134790,시디즈,KR7134790005
1905,A135160,지오씨,KR7135160000
1906,A136340,,KR7136340007
1907,A136480,하림,KR7136480001
1908,A136490,선진,KR7136490000
1909,A136510,쎄미시스코,KR7136510005
1910,A136540,윈스,KR7136540002
1911,A136660,큐엠씨,KR7136660008
1912,A137310,에스디바이오센서,KR7137310009
1913,A137400,피엔티,KR7137400008
1914,A137610,,KR7137610002
1915,A137930,마이다스 커버드콜5%OTM,KR7137930004
1916,A137940,넥스트아이,KR7137940003
1917,A137950,제이씨케미칼,KR7137950002
1918,A138040,메리츠금융지주,KR7138040001
1919,A138070,신진에스엠,KR7138070008
1920,A138080,오이솔루션,KR7138080007
1921,A138230,,KR7138230008
1922,A138250,엔에스쇼핑,KR7138250006
1923,A138360,에이씨티,KR7138360003
1924,A138490,코오롱플라스틱,KR7138490008
1925,A138520,,KR7138520002
1926,A138530,,KR7138530001
1927,A138540,,KR7138540000
1928,A138580,비즈니스온,KR7138580006
1929,A138610,나이벡,KR7138610001
1930,A138690,엘아이에스,KR7138690003
1931,A138910,,KR7138910005
1932,A138920,,KR7138920004
1933,A138930,BNK금융지주,KR7138930003
1934,A139050,시티랩스,KR7139050009
1935,A139130,DGB금융지주,KR7139130009
1936,A139220,,KR7139220008
1937,A139230,,KR7139230007
1938,A139240,,KR7139240006
1939,A139250,,KR7139250005
1940,A139260,,KR7139260004
1941,A139270,,KR7139270003
1942,A139280,,KR7139280002
1943,A139290,,KR7139290001
1944,A139310,,KR7139310007
1945,A139320,,KR7139320006
1946,A139480,이마트,KR7139480008
1947,A139660,,KR7139660005
1948,A139670,키네마스터,KR7139670004
1949,A140070,서플러스글로벌,KR7140070004
1950,A140290,청광건설,KR7140290008
1951,A140310,자일자동차판매,KR7140310004
1952,A140320,대우산업개발,KR7140320003
1953,A140410,메지온,KR7140410002
1954,A140520,대창스틸,KR7140520008
1955,A140570,,KR7140570003
1956,A140580,,KR7140580002
1957,A140610,엔솔바이오사이언스,KR7140610007
1958,A140660,위월드,KR7140660002
1959,A140670,알에스오토메이션,KR7140670001
1960,A140700,,KR7140700006
1961,A140710,,KR7140710005
1962,A140860,파크시스템스,KR7140860008
1963,A140910,에이리츠,KR7140910001
1964,A140950,파워 코스피,KR7140950007
1965,A141000,비아트론,KR7141000000
1966,A141020,포티스,KR7141020008
1967,A141070,맥스로텍,KR7141070003
1968,A141080,레고켐바이오,KR7141080002
1969,A141110,에이플러스라이프,KR7141110007
1970,A142210,유니트론텍,KR7142210004
1971,A142280,녹십자엠에스,KR7142280007
1972,A142760,바이오리더스,KR7142760008
1973,A143160,아이디스,KR7143160000
1974,A143210,핸즈코퍼레이션,KR7143210003
1975,A143240,사람인에이치알,KR7143240000
1976,A143460,,KR7143460004
1977,A143500,KBS미디어,KR7143500007
1978,A143540,영우디에스피,KR7143540003
1979,A143850,,KR7143850006
1980,A143860,,KR7143860005
1981,A144510,녹십자랩셀,KR7144510005
1982,A144600,,KR7144600004
1983,A144620,코오롱머티리얼,KR7144620002
1984,A144960,뉴파워프라즈마,KR7144960002
1985,A145020,휴젤,KR7145020004
1986,A145210,다이나믹디자인,KR7145210001
1987,A145270,케이탑리츠,KR7145270005
1988,A145670,,KR7145670006
1989,A145720,덴티움,KR7145720009
1990,A145850,EX 펀더멘탈 ,KR7145850004
1991,A145990,삼양사,KR7145990008
1992,A145995,삼양사,KR7145991006
1993,A147760,마이크로프랜드,KR7147760003
1994,A147830,제룡산업,KR7147830004
1995,A147970,,KR7147970008
1996,A148020,,KR7148020001
1997,A148070,,KR7148070006
1998,A148140,비디아이,KR7148140007
1999,A148150,세경하이테크,KR7148150006
2000,A148250,알엔투테크놀로지,KR7148250004
2001,A148780,비플라이소프트,KR7148780000
2002,A149010,아이케이세미콘,KR7149010001
2003,A149300,아퓨어스,KR7149300006
2004,A149950,아바텍,KR7149950008
2005,A149980,하이로닉,KR7149980005
2006,A150440,피노텍,KR7150440006
2007,A150460,,KR7150460004
2008,A150840,인트로메딕,KR7150840007
2009,A150900,파수,KR7150900009
2010,A151860,KG ETS,KR7151860004
2011,A151910,나노스,KR7151910007
2012,A152100,,KR7152100004
2013,A152380,,KR7152380002
2014,A152500,,KR7152500005
2015,A152550,한국ANKOR유전,KR7152550000
2016,A152870,파워 ,KR7152870002
2017,A153130,,KR7153130000
2018,A153270,,KR7153270004
2019,A153360,하이골드3호,KR7153360003
2020,A153460,네이블,KR7153460001
2021,A153490,우리이앤엘,KR7153490008
2022,A153710,옵티팜,KR7153710009
2023,A154030,아시아종묘,KR7154030001
2024,A154040,솔루에타,KR7154040000
2025,A155650,와이엠씨,KR7155650005
2026,A155660,DSR,KR7155660004
2027,A155900,바다로19호,KR7155900004
2028,A156080,,KR7156080004
2029,A156100,엘앤케이바이오,KR7156100000
2030,A157450,,KR7157450008
2031,A157490,,KR7157490004
2032,A157500,,KR7157500000
2033,A158300,에스에이티이엔지,KR7158300004
2034,A158310,스타모빌리티,KR7158310003
2035,A158430,아톤,KR7158430009
2036,A159580,제로투세븐,KR7159580000
2037,A159800,마이티 코스피,KR7159800002
2038,A159910,스킨앤스킨,KR7159910009
2039,A160550,NEW,KR7160550000
2040,A160580,,KR7160580007
2041,A160600,이큐셀,KR7160600003
2042,A160980,싸이맥스,KR7160980009
2043,A161000,애경유화,KR7161000005
2044,A161390,한국타이어앤테크놀로지,KR7161390000
2045,A161510,,KR7161510003
2046,A161570,THE MIDONG,KR7161570007
2047,A161580,필옵틱스,KR7161580006
2048,A161890,한국콜마,KR7161890009
2049,A161990,삼보컴퓨터,KR7161990007
2050,A162120,루켄테크놀러지스,KR7162120000
2051,A163430,디피코,KR7163430002
2052,A163560,동일고무벨트,KR7163560006
2053,A163730,핑거,KR7163730005
2054,A164060,이루다,KR7164060006
2055,A166090,하나머티리얼즈,KR7166090001
2056,A166220,지에스엘,KR7166220004
2057,A166400,,KR7166400002
2058,A166480,코아스템,KR7166480004
2059,A167860,,KR7167860006
2060,A168300,KTOP 코스피50,KR7168300002
2061,A168330,내츄럴엔도텍,KR7168330009
2062,A168490,한국패러랠,KR7168490001
2063,A168570,산타크루즈,KR7168570000
2064,A168580,,KR7168580009
2065,A169330,엠브레인,KR7169330008
2066,A169950,,KR7169950003
2067,A170030,현대공업,KR7170030001
2068,A170790,파이오링크,KR7170790000
2069,A170900,동아에스티,KR7170900005
2070,A170920,엘티씨,KR7170920003
2071,A171010,램테크놀러지,KR7171010002
2072,A171090,선익시스템,KR7171090004
2073,A171120,라이온켐텍,KR7171120009
2074,A172580,하이골드12호,KR7172580003
2075,A173130,오파스넷,KR7173130006
2076,A173940,에프엔씨엔터,KR7173940008
2077,A174350,,KR7174350009
2078,A174360,,KR7174360008
2079,A174880,장원테크,KR7174880005
2080,A174900,앱클론,KR7174900001
2081,A175140,인포마크,KR7175140003
2082,A175250,아이큐어,KR7175250000
2083,A175330,JB금융지주,KR7175330000
2084,A176440,에이치엔티,KR7176440006
2085,A176710,파워 중기국고채,KR7176710002
2086,A176750,듀켐바이오,KR7176750008
2087,A176950,,KR7176950004
2088,A177350,베셀,KR7177350006
2089,A177830,파버나인,KR7177830007
2090,A178320,서진시스템,KR7178320008
2091,A178600,대동고려삼,KR7178600003
2092,A178780,유테크,KR7178780003
2093,A178920,PI첨단소재,KR7178920005
2094,A179290,엠아이텍,KR7179290002
2095,A179530,애드바이오텍,KR7179530001
2096,A179690,셀인바이오,KR7179690003
2097,A179720,렌딩머신,KR7179720008
2098,A179900,유티아이,KR7179900006
2099,A180060,탑선,KR7180060006
2100,A180400,캔서롭,KR7180400004
2101,A180640,한진칼,KR7180640005
2102,A18064K,한진칼,KR718064K016
2103,A181340,이즈미디어,KR7181340001
2104,A181480,,KR7181480005
2105,A181710,NHN,KR7181710005
2106,A182360,큐브엔터,KR7182360008
2107,A182400,엔케이맥스,KR7182400002
2108,A182480,,KR7182480004
2109,A182490,,KR7182490003
2110,A182690,테라셈,KR7182690008
2111,A183190,아세아시멘트,KR7183190008
2112,A183300,코미코,KR7183300003
2113,A183410,골프존데카,KR7183410000
2114,A183490,엔지켐생명과학,KR7183490002
2115,A183700,,KR7183700004
2116,A183710,,KR7183710003
2117,A184230,SGA솔루션즈,KR7184230001
2118,A184560,엠파크홀딩스,KR7184560001
2119,A185190,수프로,KR7185190006
2120,A185490,아이진,KR7185490000
2121,A185680,,KR7185680006
2122,A185750,종근당,KR7185750007
2123,A186230,그린플러스,KR7186230009
2124,A187220,디티앤씨,KR7187220009
2125,A187270,신화콘텍,KR7187270004
2126,A187420,제노포커스,KR7187420005
2127,A187660,에이디엠코리아,KR7187660006
2128,A187790,나노,KR7187790001
2129,A187870,디바이스이엔지,KR7187870001
2130,A189300,인텔리안테크,KR7189300007
2131,A189330,씨이랩,KR7189330004
2132,A189350,코셋,KR7189350002
2133,A189400,,KR7189400005
2134,A189690,포시에스,KR7189690001
2135,A189860,서전기전,KR7189860000
2136,A189980,흥국에프엔비,KR7189980006
2137,A190410,엘에스아이앤디,KR7190410001
